variable,model,date,scenario,season,value
tas,ICHEC-EC-EARTH_r12i1p1_SMHI-RCA4_v1,2081,rcp85,year,5.37499142
tas,ICHEC-EC-EARTH_r12i1p1_SMHI-RCA4_v1,2081,rcp85,DecFeb,6.603734457894736
tas,ICHEC-EC-EARTH_r12i1p1_SMHI-RCA4_v1,2081,rcp85,MarMay,5.749908324999999
tas,ICHEC-EC-EARTH_r12i1p1_SMHI-RCA4_v1,2081,rcp85,JunAug,4.004593565
tas,ICHEC-EC-EARTH_r12i1p1_SMHI-RCA4_v1,2081,rcp85,SepNov,5.13101139
tas,mmm,2021,rcp26,year,0.9783241279999999
tas,mmm,2021,rcp26,DecFeb,1.1493570759999998
tas,mmm,2021,rcp26,MarMay,0.8692881785
tas,mmm,2021,rcp26,JunAug,0.628674646
tas,mmm,2021,rcp26,SepNov,1.2337460574999999
tas,mmm,2021,rcp45,year,0.9174897550000001
tas,mmm,2021,rcp45,DecFeb,1.1829395690000002
tas,mmm,2021,rcp45,MarMay,0.6982747040000001
tas,mmm,2021,rcp45,JunAug,0.6514121915000001
tas,mmm,2021,rcp45,SepNov,1.1004681
tas,mmm,2021,rcp85,year,1.4955152579999997
tas,mmm,2021,rcp85,DecFeb,1.7408524224999997
tas,mmm,2021,rcp85,MarMay,1.4609150640000002
tas,mmm,2021,rcp85,JunAug,1.1829582275
tas,mmm,2021,rcp85,SepNov,1.582214114
tas,mmm,2041,rcp26,year,1.3517937999999998
tas,mmm,2041,rcp26,DecFeb,1.5843112873
tas,mmm,2041,rcp26,MarMay,1.3119787905000002
tas,mmm,2041,rcp26,JunAug,0.9349128030000001
tas,mmm,2041,rcp26,SepNov,1.464055105
tas,mmm,2041,rcp45,year,1.4834782050000002
tas,mmm,2041,rcp45,DecFeb,1.8435936115
tas,mmm,2041,rcp45,MarMay,1.3958581718
tas,mmm,2041,rcp45,JunAug,1.0362748325
tas,mmm,2041,rcp45,SepNov,1.6088733599999998
tas,mmm,2041,rcp85,year,2.3569324650000003
tas,mmm,2041,rcp85,DecFeb,2.75284657
tas,mmm,2041,rcp85,MarMay,2.3162032
tas,mmm,2041,rcp85,JunAug,1.9083576799999995
tas,mmm,2041,rcp85,SepNov,2.4204883500000003
tas,mmm,2081,rcp26,year,1.2653646950000002
tas,mmm,2081,rcp26,DecFeb,1.5022737763157896
tas,mmm,2081,rcp26,MarMay,1.1572402984999999
tas,mmm,2081,rcp26,JunAug,0.9772844805000002
tas,mmm,2081,rcp26,SepNov,1.3915567275000003
tas,mmm,2081,rcp45,year,2.272399164999999
tas,mmm,2081,rcp45,DecFeb,2.846905742105263
tas,mmm,2081,rcp45,MarMay,2.20093879
tas,mmm,2081,rcp45,JunAug,1.75087513
tas,mmm,2081,rcp45,SepNov,2.3057918749999997
